date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:17:57	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2028%20Aug%202018%2009:17:59%20GMT	https://badges.instagram.com/static/images/ig-badge-view-sprite-24.png	C:/My%20Web%20Sites/k/badges.instagram.com/static/images/ig-badge-view-sprite-24.17.delayed	(from http://inspirobot.me/)
17:17:57	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Tue,%2028%20Aug%202018%2009:17:59%20GMT	http://badges.instagram.com/static/images/ig-badge-view-sprite-24@2x.png	C:/My%20Web%20Sites/k/badges.instagram.com/static/images/ig-badge-view-sprite-24@2x.png	(from http://inspirobot.me/)
17:17:57	17178/17178	---M-Z	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://badges.instagram.com/static/thirdparty/images/badges/ig-badge-view-sprite-24.png/284161441bde.png	C:/My%20Web%20Sites/k/badges.instagram.com/static/thirdparty/images/badges/ig-badge-view-sprite-24.png/284161441bde.png	(from http://inspirobot.me/)
17:17:57	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2028%20Aug%202018%2009:17:59%20GMT	https://badges.instagram.com/static/images/ig-badge-view-sprite-24@2x.png	C:/My%20Web%20Sites/k/badges.instagram.com/static/images/ig-badge-view-sprite-24@2x.1a.delayed	(from http://inspirobot.me/)
17:17:58	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Tue,%2028%20Aug%202018%2009:18:00%20GMT	http://badges.instagram.com/static/images/ig-badge-view-24.png	C:/My%20Web%20Sites/k/badges.instagram.com/static/images/ig-badge-view-24.png	(from http://inspirobot.me/)
17:17:58	61852/61852	---M-Z	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://badges.instagram.com/static/thirdparty/images/badges/ig-badge-view-sprite-24@2x.png/4dc9b281052c.png	C:/My%20Web%20Sites/k/badges.instagram.com/static/thirdparty/images/badges/ig-badge-view-sprite-24@2x.png/4dc9b281052c.png	(from http://inspirobot.me/)
17:17:58	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2028%20Aug%202018%2009:18:00%20GMT	https://badges.instagram.com/static/images/ig-badge-view-24.png	C:/My%20Web%20Sites/k/badges.instagram.com/static/images/ig-badge-view-24.png	(from http://inspirobot.me/)
17:17:58	6235/6235	---M-Z	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://badges.instagram.com/static/thirdparty/images/badges/ig-badge-view-24.png/41dd6fb5d8eb.png	C:/My%20Web%20Sites/k/badges.instagram.com/static/thirdparty/images/badges/ig-badge-view-24.png/41dd6fb5d8eb.png	(from http://inspirobot.me/)
17:18:00	9868/9868	---M--	200	added ('OK')	image/png	etag:%22KBSg-g%22	http://inspirobot.me/website/images/Etherum_QRcode.png	C:/My%20Web%20Sites/k/inspirobot.me/website/images/Etherum_QRcode.png	(from http://inspirobot.me/)
17:18:00	298/298	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Aug%202018%2009:18:02%20GMT	http://inspirobot.me/website/fonts/zig.ttf	C:/My%20Web%20Sites/k/inspirobot.me/website/fonts/zig.ttf	(from http://inspirobot.me/website/css/style.css)
17:18:01	307/307	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Aug%202018%2009:18:03%20GMT	http://inspirobot.me/website/images/Background6.jpg	C:/My%20Web%20Sites/k/inspirobot.me/website/images/Background6.23.delayed	(from http://inspirobot.me/website/css/style.css)
17:18:05	51388/51388	---MC-	200	added ('OK')	application/x-font-ttf	etag:%22KBSg-g%22	http://inspirobot.me/website/fonts/Futura-Oblique.ttf	C:/My%20Web%20Sites/k/inspirobot.me/website/fonts/Futura-Oblique.ttf	(from http://inspirobot.me/website/css/style.css)
17:18:12	80736/80736	---MC-	200	added ('OK')	image/jpeg	etag:%22KBSg-g%22	http://inspirobot.me/website/images/bg20.jpg	C:/My%20Web%20Sites/k/inspirobot.me/website/images/bg20.jpg	(from http://inspirobot.me/website/css/style.css)
17:18:26	146707/146707	---MC-	200	added ('OK')	image/jpeg	etag:%22KBSg-g%22	http://inspirobot.me/website/images/bg-xmas.jpg	C:/My%20Web%20Sites/k/inspirobot.me/website/images/bg-xmas.jpg	(from http://inspirobot.me/website/css/style.css)
17:18:35	205923/205923	---MC-	200	added ('OK')	image/jpeg	etag:%22KBSg-g%22	http://inspirobot.me/website/images/bg-bright2.jpg	C:/My%20Web%20Sites/k/inspirobot.me/website/images/bg-bright2.jpg	(from http://inspirobot.me/website/css/style.css)
17:18:40	216954/216954	---MC-	200	added ('OK')	image/png	etag:%22KBSg-g%22	http://inspirobot.me/website/images/inspirobot-dark-green.png	C:/My%20Web%20Sites/k/inspirobot.me/website/images/inspirobot-dark-green.png	(from http://inspirobot.me/website/css/style.css)
17:18:41	116/116	---MC-	200	added ('OK')	image/png	etag:%22KBSg-g%22	http://inspirobot.me/website/owl-carousel/grabbing.png	C:/My%20Web%20Sites/k/inspirobot.me/website/owl-carousel/grabbing.png	(from http://inspirobot.me/website/owl-carousel/owl.carousel.css)
17:18:42	1517/1517	---MC-	200	added ('OK')	image/gif	etag:%22KBSg-g%22	http://inspirobot.me/website/owl-carousel/AjaxLoader.gif	C:/My%20Web%20Sites/k/inspirobot.me/website/owl-carousel/AjaxLoader.gif	(from http://inspirobot.me/website/owl-carousel/owl.theme.css)
17:18:43	341/341	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Aug%202018%2009:18:45%20GMT	http://inspirobot.me/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/My%20Web%20Sites/k/inspirobot.me/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from http://connect.facebook.net/en_US/sdk.js)
17:18:43	291/291	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Aug%202018%2009:18:45%20GMT	http://inspirobot.me/restserver.php	C:/My%20Web%20Sites/k/inspirobot.me/restserver.php	(from http://connect.facebook.net/en_US/sdk.js)
17:18:44	210425/210425	---M--	200	added ('OK')	image/png	etag:%22KBSg-g%22	http://inspirobot.me/website/images/inspirobot-light-green.png	C:/My%20Web%20Sites/k/inspirobot.me/website/images/inspirobot-light-green.png	(from http://inspirobot.me/website/css/style.css)
17:18:44	288/288	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Aug%202018%2009:18:46%20GMT	http://inspirobot.me/^([^:/?	C:/My%20Web%20Sites/k/inspirobot.me/^([^_/indexd41d.html	(from http://connect.facebook.net/en_US/sdk.js)
17:18:45	7312/7312	---MCZ	200	added ('OK')	application/javascript	etag:W/%22KBSg-g%22	http://inspirobot.me/website/js/mindfulnessmode.js	C:/My%20Web%20Sites/k/inspirobot.me/website/js/mindfulnessmode.js	(from http://inspirobot.me/mindfulnessmode)
17:18:47	21428/21428	---M--	200	added ('OK')	image/png	etag:%22KBSg-g%22	http://inspirobot.me/website/images/icons/speaker.png	C:/My%20Web%20Sites/k/inspirobot.me/website/images/icons/speaker.png	(from http://inspirobot.me/mindfulnessmode)
17:18:54	220805/220805	---MC-	200	added ('OK')	image/png	etag:%22KBSg-g%22	http://inspirobot.me/website/images/inspirobot-pink-dark.png	C:/My%20Web%20Sites/k/inspirobot.me/website/images/inspirobot-pink-dark.png	(from http://inspirobot.me/website/css/style.css)
17:18:58	266428/266428	---MC-	200	added ('OK')	image/png	etag:%22KBSg-g%22	http://inspirobot.me/website/images/inspirobot-pink-bright.png	C:/My%20Web%20Sites/k/inspirobot.me/website/images/inspirobot-pink-bright.png	(from http://inspirobot.me/website/css/style.css)
